WELLNESS_life_satisfaction,DEMO_household_income,WORK_hours_per_week,CONNECTION_social_num_close_friends_p3m
10,"$40,000 to $44,999",0,0
9,"$30,000 to $34,999",40,NA
7,NA,NA,NA
4,NA,NA,NA
6,NA,NA,NA
3,"$70,000 to $79,999",2,NA
9,"$45,000 to $49,999",40,2
8,"$25,000 to $29,999",8,5
7,Presented but no response,40,2
6,"$25,000 to $29,999",40,3
7,NA,NA,NA
NA,NA,NA,NA
4,"$10,000 to $14,999",34,NA
6,"$70,000 to $79,999",25,3
2,"$70,000 to $79,999",50,1
5,"$90,000 to $99,999",4,NA
5,"$25,000 to $29,999",NA,9
5,"$60,000 to $69,999",36,NA
10,"$60,000 to $69,999",NA,150
8,"$70,000 to $79,999",4,NA
3,"$30,000 to $34,999",NA,0
5,"$60,000 to $69,999",35,0
7,"$30,000 to $34,999",20,NA
10,"$40,000 to $44,999",4,NA
5,"$20,000 to $24,999",0,NA
5,"$80,000 to $89,999",28,NA
6,NA,NA,2
NA,NA,NA,NA
6,"$25,000 to $29,999",0,0
10,NA,NA,0
5,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$50,000 to $59,999",50,0
7,"$50,000 to $59,999",10,NA
4,NA,NA,NA
8,NA,NA,NA
8,NA,NA,NA
8,"$150,000 to $159,999",35,NA
3,"$70,000 to $79,999",16,NA
7,NA,NA,NA
8,NA,NA,6
5,NA,NA,NA
6,NA,NA,NA
8,"$100,000 to $109,999",0,NA
NA,NA,NA,NA
10,Presented but no response,0,4
9,NA,NA,NA
9,NA,NA,NA
7,"$90,000 to $99,999",NA,2
3,"$80,000 to $89,999",120,NA
8,"$80,000 to $89,999",NA,2
6,"$140,000 to $149,999",NA,NA
6,"$45,000 to $49,999",35,NA
NA,NA,NA,NA
NA,NA,NA,NA
8,NA,NA,NA
9,"$180,000 to $189,999",0,8
6,"$90,000 to $99,999",0,0
10,"$30,000 to $34,999",0,1
8,"Under $5,000",20,NA
7,NA,NA,2
5,NA,NA,NA
1,"$35,000 to $39,999",0,NA
8,NA,NA,NA
5,"$45,000 to $49,999",7,20
7,"$5,000 to $9,999",NA,6
5,"$15,000 to $19,999",0,1
7,"$30,000 to $34,999",6,NA
3,Presented but no response,37,0
5,"$45,000 to $49,999",NA,20
7,"$10,000 to $14,999",0,NA
NA,NA,NA,NA
6,NA,NA,3
5,"$50,000 to $59,999",35,NA
NA,"$30,000 to $34,999",6,4
5,"$45,000 to $49,999",3,NA
4,"$40,000 to $44,999",10,NA
7,NA,NA,NA
7,"$20,000 to $24,999",NA,2
4,"$45,000 to $49,999",38,3
10,"$170,000 to $179,999",0,6
8,NA,NA,NA
8,Presented but no response,1,NA
6,NA,NA,NA
9,"$70,000 to $79,999",20,NA
7,NA,NA,NA
8,"$100,000 to $109,999",20,NA
9,"$40,000 to $44,999",NA,3
7,"$20,000 to $24,999",NA,1
NA,NA,NA,NA
5,"$70,000 to $79,999",35,0
6,"$100,000 to $109,999",38,13
6,"$20,000 to $24,999",8,NA
7,"$10,000 to $14,999",NA,10
5,"$25,000 to $29,999",6,NA
5,"$45,000 to $49,999",7,20
NA,NA,NA,NA
8,"$200,000 or more",60,1
9,NA,NA,1
5,"$50,000 to $59,999",0,0
5,NA,NA,NA
NA,NA,NA,NA
2,"$15,000 to $19,999",NA,NA
NA,NA,NA,NA
5,"$30,000 to $34,999",21,5
7,NA,NA,NA
8,NA,NA,NA
10,"$15,000 to $19,999",0,4
NA,NA,NA,NA
7,NA,NA,NA
8,Presented but no response,20,NA
5,NA,NA,NA
NA,NA,NA,NA
10,NA,NA,NA
7,"$10,000 to $14,999",4,NA
3,NA,NA,NA
3,"$25,000 to $29,999",0,NA
5,NA,NA,NA
10,"$20,000 to $24,999",NA,16
6,"$30,000 to $34,999",40,NA
9,"$200,000 or more",48,10
6,"$45,000 to $49,999",5,NA
8,NA,NA,NA
NA,NA,NA,NA
8,"$60,000 to $69,999",NA,7
NA,NA,NA,NA
5,"$5,000 to $9,999",4,NA
10,"$190,000 to $199,999",43,3
8,NA,NA,NA
9,"$25,000 to $29,999",0,3
7,"$40,000 to $44,999",NA,6
NA,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
3,"$70,000 to $79,999",60,2
NA,NA,NA,1
9,"$90,000 to $99,999",25,3
6,"$40,000 to $44,999",4,NA
8,Presented but no response,40,5
4,NA,NA,NA
7,Presented but no response,15,2
7,"$90,000 to $99,999",40,6
2,"$10,000 to $14,999",NA,1
9,NA,NA,4
5,"$80,000 to $89,999",NA,2
4,"$10,000 to $14,999",30,1
9,"$60,000 to $69,999",NA,4
1,NA,NA,NA
4,"$25,000 to $29,999",0,NA
4,NA,NA,NA
8,"$190,000 to $199,999",42,6
8,"$60,000 to $69,999",NA,5
5,"$50,000 to $59,999",48,2
9,"$60,000 to $69,999",40,7
NA,NA,NA,NA
7,"$100,000 to $109,999",NA,10
8,"$110,000 to $119,999",45,10
10,"$90,000 to $99,999",6,NA
7,"$40,000 to $44,999",0,5
10,"$100,000 to $109,999",NA,6
6,"$70,000 to $79,999",40,NA
7,"$40,000 to $44,999",NA,15
NA,NA,NA,NA
6,"$25,000 to $29,999",NA,13
6,"$10,000 to $14,999",4,NA
7,"$60,000 to $69,999",0,1
5,NA,NA,NA
8,"$200,000 or more",NA,11
1,"$60,000 to $69,999",32,NA
4,NA,NA,NA
3,"$45,000 to $49,999",NA,3
5,"$15,000 to $19,999",NA,4
1,"$10,000 to $14,999",0,1
5,"$15,000 to $19,999",NA,21
NA,NA,NA,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",37,1
8,Presented but no response,38,60
3,"$50,000 to $59,999",NA,1
NA,Presented but no response,4,NA
NA,NA,NA,NA
NA,NA,NA,NA
10,NA,NA,NA
8,"$35,000 to $39,999",0,NA
9,"$170,000 to $179,999",0,8
6,"$35,000 to $39,999",6,NA
5,"$30,000 to $34,999",0,NA
2,NA,NA,NA
2,NA,NA,NA
NA,NA,NA,NA
5,"$15,000 to $19,999",NA,3
7,"$50,000 to $59,999",8,NA
6,"$10,000 to $14,999",3,NA
4,"$50,000 to $59,999",0,2
3,"$30,000 to $34,999",3,NA
5,NA,NA,NA
10,NA,NA,NA
2,"$5,000 to $9,999",5,1
8,NA,NA,NA
9,"$70,000 to $79,999",19,NA
8,"$80,000 to $89,999",48,NA
9,"$20,000 to $24,999",7,3
6,NA,NA,NA
5,"$35,000 to $39,999",0,3
NA,NA,NA,NA
6,"$200,000 or more",40,0
2,"$35,000 to $39,999",36,0
8,Presented but no response,0,0
NA,NA,NA,NA
7,"$50,000 to $59,999",40,11
6,"$50,000 to $59,999",30,0
8,"$90,000 to $99,999",NA,4
8,"$25,000 to $29,999",6,NA
5,"$45,000 to $49,999",0,2
8,NA,NA,NA
5,"$70,000 to $79,999",25,NA
5,"$20,000 to $24,999",NA,5
8,"$50,000 to $59,999",80,2
10,"$45,000 to $49,999",NA,150
7,"$90,000 to $99,999",30,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",2,NA
6,"$50,000 to $59,999",30,3
NA,NA,NA,NA
NA,NA,NA,NA
10,NA,NA,NA
5,"$100,000 to $109,999",NA,3
8,NA,NA,NA
5,"$80,000 to $89,999",NA,1
8,"$70,000 to $79,999",NA,90
8,"$170,000 to $179,999",12,NA
7,"$50,000 to $59,999",NA,150
7,"$70,000 to $79,999",20,NA
10,"$140,000 to $149,999",0,NA
NA,NA,NA,NA
7,NA,NA,NA
10,"$30,000 to $34,999",9,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,NA
10,NA,NA,NA
6,"$100,000 to $109,999",40,NA
8,NA,NA,NA
NA,NA,NA,NA
7,"$140,000 to $149,999",NA,1
8,"$110,000 to $119,999",NA,7
NA,NA,NA,NA
10,NA,NA,NA
7,"$70,000 to $79,999",8,NA
6,NA,NA,NA
2,NA,NA,NA
4,NA,NA,NA
4,"$20,000 to $24,999",0,NA
5,"$30,000 to $34,999",0,2
6,"$140,000 to $149,999",NA,4
6,"$30,000 to $34,999",10,0
NA,NA,NA,NA
6,Presented but no response,40,5
9,"$30,000 to $34,999",12,2
2,"$25,000 to $29,999",NA,0
4,"$35,000 to $39,999",NA,4
NA,NA,NA,NA
5,"$45,000 to $49,999",30,5
4,NA,NA,NA
NA,NA,NA,NA
6,"$120,000 to $129,999",45,100
7,NA,NA,NA
NA,NA,NA,1
5,"$45,000 to $49,999",7,20
9,"$160,000 to $169,999",40,24
NA,NA,NA,NA
8,Presented but no response,40,4
7,"$15,000 to $19,999",NA,5
2,"$25,000 to $29,999",NA,0
6,"$35,000 to $39,999",3,NA
7,"$120,000 to $129,999",84,68
NA,NA,NA,NA
7,"$5,000 to $9,999",NA,12
8,"$10,000 to $14,999",20,NA
4,"$45,000 to $49,999",NA,7
5,NA,NA,NA
8,"$20,000 to $24,999",0,NA
6,NA,NA,NA
8,"$60,000 to $69,999",0,NA
4,"$130,000 to $139,999",0,3
NA,NA,NA,NA
10,"$80,000 to $89,999",40,138
6,"$150,000 to $159,999",NA,12
5,NA,NA,NA
6,"$80,000 to $89,999",35,NA
3,NA,NA,NA
5,"$120,000 to $129,999",0,8
10,"$10,000 to $14,999",NA,3
7,"$180,000 to $189,999",37,6
7,"$45,000 to $49,999",NA,NA
10,"$15,000 to $19,999",40,NA
8,"$100,000 to $109,999",NA,3
1,NA,NA,NA
8,"$140,000 to $149,999",0,2
4,NA,NA,NA
3,"$50,000 to $59,999",8,NA
1,NA,NA,NA
3,"$70,000 to $79,999",35,1
8,"$5,000 to $9,999",18,2
6,NA,NA,2
8,"$60,000 to $69,999",5,NA
5,"$30,000 to $34,999",0,2
6,"$5,000 to $9,999",NA,10
9,"$50,000 to $59,999",0,1
7,NA,NA,NA
7,NA,NA,NA
3,"$30,000 to $34,999",NA,0
6,"$90,000 to $99,999",18,5
8,"$15,000 to $19,999",0,3
2,"$30,000 to $34,999",NA,1
1,"$25,000 to $29,999",40,1
8,NA,NA,5
8,"$35,000 to $39,999",NA,4
4,"$70,000 to $79,999",2,NA
3,"$15,000 to $19,999",NA,2
3,NA,NA,NA
1,NA,NA,NA
2,"$20,000 to $24,999",0,NA
7,"$100,000 to $109,999",37,1
NA,NA,NA,NA
6,NA,NA,NA
7,"$15,000 to $19,999",60,NA
5,"$140,000 to $149,999",0,NA
4,NA,NA,NA
4,NA,NA,NA
8,NA,NA,NA
4,"$110,000 to $119,999",NA,0
5,"$150,000 to $159,999",NA,5
3,"$20,000 to $24,999",40,NA
6,NA,NA,NA
4,NA,NA,NA
8,"$50,000 to $59,999",4,NA
8,NA,NA,5
NA,NA,NA,NA
8,"$35,000 to $39,999",8,NA
6,NA,NA,NA
NA,NA,NA,NA
9,"$25,000 to $29,999",40,NA
8,"$15,000 to $19,999",NA,4
3,"$50,000 to $59,999",30,NA
10,Presented but no response,3,NA
7,"$30,000 to $34,999",0,2
10,"$50,000 to $59,999",NA,NA
6,"$35,000 to $39,999",0,3
7,"$20,000 to $24,999",NA,4
9,NA,NA,NA
4,"$90,000 to $99,999",0,NA
NA,NA,NA,NA
7,Presented but no response,0,NA
3,"$15,000 to $19,999",NA,2
5,"$80,000 to $89,999",NA,12
4,"$50,000 to $59,999",NA,2
8,"$20,000 to $24,999",0,NA
8,"$20,000 to $24,999",0,2
10,"$5,000 to $9,999",NA,2
7,"Under $5,000",0,2
7,NA,NA,15
NA,NA,NA,NA
8,"$90,000 to $99,999",5,0
7,"$40,000 to $44,999",0,19
8,"$90,000 to $99,999",6,NA
3,"$30,000 to $34,999",0,1
8,NA,NA,NA
8,NA,NA,NA
8,"$100,000 to $109,999",32,4
6,"$45,000 to $49,999",25,7
NA,NA,NA,NA
9,Presented but no response,35,NA
4,"$30,000 to $34,999",NA,3
6,NA,NA,NA
7,NA,NA,NA
7,NA,NA,NA
5,NA,NA,NA
6,"$25,000 to $29,999",NA,5
7,"$80,000 to $89,999",40,NA
7,"$60,000 to $69,999",38,6
6,NA,NA,NA
8,"$70,000 to $79,999",0,2
6,"$25,000 to $29,999",NA,0
7,"$20,000 to $24,999",15,NA
7,NA,NA,NA
9,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,52
5,"$30,000 to $34,999",NA,1
5,NA,NA,1
8,NA,NA,108
NA,NA,NA,NA
7,"$5,000 to $9,999",0,2
8,"$90,000 to $99,999",0,6
3,Presented but no response,NA,0
7,"$20,000 to $24,999",84,2
6,"$90,000 to $99,999",35,10
8,"$40,000 to $44,999",NA,61
10,"$5,000 to $9,999",NA,6
5,"$150,000 to $159,999",38,2
7,"$150,000 to $159,999",37,6
9,"$100,000 to $109,999",32,13
10,NA,NA,NA
7,NA,NA,NA
7,"$30,000 to $34,999",6,NA
1,"$25,000 to $29,999",25,NA
4,"$120,000 to $129,999",8,NA
NA,"$90,000 to $99,999",30,NA
5,"$100,000 to $109,999",NA,3
6,NA,NA,NA
6,NA,NA,NA
5,"$120,000 to $129,999",NA,2
7,"$20,000 to $24,999",0,3
8,NA,NA,NA
8,"$60,000 to $69,999",0,NA
7,NA,NA,NA
NA,NA,NA,NA
5,Presented but no response,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
4,NA,NA,NA
3,"$150,000 to $159,999",0,NA
9,"$20,000 to $24,999",5,1
NA,NA,NA,NA
5,"$40,000 to $44,999",NA,3
NA,NA,NA,NA
8,NA,NA,NA
6,"$40,000 to $44,999",28,NA
4,"$25,000 to $29,999",NA,3
8,"$35,000 to $39,999",NA,7
7,"$90,000 to $99,999",40,1
6,"$70,000 to $79,999",2,NA
9,"$30,000 to $34,999",NA,7
10,"$150,000 to $159,999",29,NA
8,"$5,000 to $9,999",30,NA
8,"$40,000 to $44,999",8,NA
7,"$25,000 to $29,999",NA,0
8,"$100,000 to $109,999",0,3
5,"$70,000 to $79,999",0,NA
1,NA,NA,NA
6,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,NA
7,NA,NA,NA
5,"$200,000 or more",0,NA
8,"$20,000 to $24,999",103,94
8,"$10,000 to $14,999",NA,3
6,"Under $5,000",0,6
7,Presented but no response,2,1
3,"$45,000 to $49,999",30,NA
8,NA,NA,NA
5,"$60,000 to $69,999",10,5
1,NA,NA,0
9,"$20,000 to $24,999",0,3
4,"$50,000 to $59,999",NA,2
6,NA,NA,12
NA,NA,NA,NA
7,"$25,000 to $29,999",30,3
7,Presented but no response,35,4
8,"$40,000 to $44,999",14,NA
6,NA,NA,0
9,"$30,000 to $34,999",40,NA
5,NA,NA,NA
NA,NA,NA,2
NA,Presented but no response,NA,NA
4,NA,NA,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",NA,3
2,"$25,000 to $29,999",40,2
5,"$20,000 to $24,999",0,0
NA,NA,NA,NA
8,NA,NA,NA
8,"$100,000 to $109,999",0,NA
8,"$70,000 to $79,999",8,NA
NA,NA,NA,3
NA,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,NA
7,"$50,000 to $59,999",48,NA
9,"$180,000 to $189,999",18,5
3,"$35,000 to $39,999",20,NA
5,NA,NA,NA
6,"$15,000 to $19,999",0,2
3,"$40,000 to $44,999",8,NA
8,Presented but no response,0,NA
8,Presented but no response,0,2
6,"$40,000 to $44,999",NA,4
10,"$120,000 to $129,999",45,3
NA,NA,NA,NA
10,"$45,000 to $49,999",0,NA
5,"$200,000 or more",NA,0
NA,NA,NA,NA
6,"$80,000 to $89,999",37,4
3,NA,NA,NA
8,NA,NA,0
NA,NA,NA,NA
5,"$15,000 to $19,999",NA,3
7,"$120,000 to $129,999",50,NA
7,Presented but no response,NA,14
5,NA,NA,NA
7,"$90,000 to $99,999",40,3
1,"$35,000 to $39,999",NA,1
7,NA,NA,NA
7,NA,NA,NA
6,"$200,000 or more",35,NA
6,NA,NA,NA
4,"$50,000 to $59,999",38,NA
3,NA,NA,NA
4,"$50,000 to $59,999",40,NA
6,NA,NA,NA
9,NA,NA,NA
10,Presented but no response,0,NA
8,NA,NA,NA
8,"$25,000 to $29,999",35,3
NA,NA,NA,NA
9,NA,NA,NA
8,"$25,000 to $29,999",NA,1
NA,NA,NA,NA
7,"$180,000 to $189,999",NA,8
7,"$80,000 to $89,999",48,NA
5,NA,NA,NA
8,"$160,000 to $169,999",37,4
8,NA,NA,NA
8,Presented but no response,20,NA
3,"$20,000 to $24,999",NA,2
NA,NA,NA,NA
NA,NA,NA,NA
8,Presented but no response,NA,0
8,NA,NA,NA
8,"Under $5,000",NA,2
8,"$90,000 to $99,999",NA,5
2,"$5,000 to $9,999",2,NA
8,"$5,000 to $9,999",8,NA
8,"$45,000 to $49,999",NA,3
NA,NA,NA,NA
6,"$80,000 to $89,999",32,NA
1,"$15,000 to $19,999",40,NA
3,"$200,000 or more",35,NA
10,"$140,000 to $149,999",38,NA
9,"$50,000 to $59,999",40,NA
NA,NA,NA,NA
3,NA,NA,0
8,"$120,000 to $129,999",NA,5
3,"$60,000 to $69,999",40,NA
8,"$90,000 to $99,999",NA,2
7,NA,NA,NA
5,"$45,000 to $49,999",NA,2
5,"$5,000 to $9,999",1,NA
8,"$110,000 to $119,999",35,10
5,"$100,000 to $109,999",NA,4
8,"$110,000 to $119,999",29,8
5,"$90,000 to $99,999",36,NA
8,"$50,000 to $59,999",NA,NA
9,"$100,000 to $109,999",NA,13
7,"$100,000 to $109,999",30,NA
8,"$110,000 to $119,999",56,NA
3,Presented but no response,35,NA
NA,NA,NA,NA
5,"$25,000 to $29,999",NA,5
9,"$80,000 to $89,999",0,12
10,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$70,000 to $79,999",26,NA
10,"$40,000 to $44,999",50,NA
6,"$120,000 to $129,999",40,3
6,"$90,000 to $99,999",35,2
8,NA,NA,5
8,"$15,000 to $19,999",NA,7
7,"$110,000 to $119,999",NA,4
7,"$45,000 to $49,999",30,NA
7,"$45,000 to $49,999",30,1
8,Presented but no response,0,2
9,"$120,000 to $129,999",12,NA
8,"$40,000 to $44,999",35,2
NA,NA,NA,NA
NA,NA,NA,NA
9,"$70,000 to $79,999",NA,0
8,"$30,000 to $34,999",NA,3
5,"$160,000 to $169,999",NA,0
7,"$15,000 to $19,999",0,0
3,NA,NA,NA
8,"$70,000 to $79,999",0,1
7,"$15,000 to $19,999",25,6
7,"$5,000 to $9,999",32,NA
NA,NA,NA,NA
8,"$100,000 to $109,999",0,6
5,"$120,000 to $129,999",112,1
8,NA,NA,10
3,Presented but no response,5,NA
4,Presented but no response,NA,NA
8,"$35,000 to $39,999",0,4
3,"$90,000 to $99,999",35,4
6,Presented but no response,NA,NA
NA,NA,NA,NA
6,NA,NA,NA
2,"$30,000 to $34,999",NA,NA
NA,NA,NA,NA
4,"$35,000 to $39,999",NA,3
7,"$200,000 or more",40,0
7,"$90,000 to $99,999",35,2
NA,Presented but no response,NA,3
5,"$80,000 to $89,999",40,NA
5,NA,NA,NA
7,"$50,000 to $59,999",0,2
9,"$70,000 to $79,999",30,NA
NA,NA,NA,NA
8,"$25,000 to $29,999",0,0
5,"$35,000 to $39,999",2,NA
NA,"$15,000 to $19,999",NA,3
NA,NA,NA,NA
7,"$30,000 to $34,999",NA,6
NA,NA,NA,NA
5,"$40,000 to $44,999",NA,1
1,NA,NA,NA
8,"$15,000 to $19,999",13,3
6,"$15,000 to $19,999",16,1
8,"$50,000 to $59,999",NA,39
8,Presented but no response,35,2
8,NA,NA,NA
5,"$35,000 to $39,999",0,2
6,NA,NA,NA
9,"$70,000 to $79,999",0,0
8,"$70,000 to $79,999",0,4
8,"$45,000 to $49,999",20,NA
6,NA,NA,NA
9,NA,NA,NA
2,"$90,000 to $99,999",NA,0
NA,NA,NA,NA
6,Presented but no response,40,83
8,"$50,000 to $59,999",40,NA
6,"$70,000 to $79,999",3,2
1,"$25,000 to $29,999",20,NA
8,NA,NA,NA
9,NA,NA,NA
8,"$110,000 to $119,999",0,4
10,NA,NA,NA
8,NA,NA,5
6,NA,NA,NA
7,"$35,000 to $39,999",40,NA
5,NA,NA,NA
6,NA,NA,NA
7,"$80,000 to $89,999",NA,3
NA,NA,NA,NA
8,NA,NA,2
7,"$5,000 to $9,999",0,1
5,"$60,000 to $69,999",35,NA
5,Presented but no response,0,4
2,"$30,000 to $34,999",6,NA
7,"$25,000 to $29,999",25,5
9,NA,NA,NA
6,"$40,000 to $44,999",6,NA
3,"$10,000 to $14,999",23,NA
7,NA,NA,NA
3,"$10,000 to $14,999",9,NA
4,"$60,000 to $69,999",0,10
5,Presented but no response,30,8
9,"$15,000 to $19,999",0,1
7,NA,NA,NA
1,"$25,000 to $29,999",6,NA
7,"$200,000 or more",NA,5
7,NA,NA,NA
4,"$200,000 or more",NA,0
9,NA,NA,10
5,NA,NA,20
1,"$40,000 to $44,999",NA,0
10,"$70,000 to $79,999",30,2
8,NA,NA,NA
NA,NA,NA,NA
7,"$45,000 to $49,999",NA,5
10,"$60,000 to $69,999",NA,4
7,"$35,000 to $39,999",NA,5
8,"$130,000 to $139,999",NA,5
6,NA,NA,NA
7,"$10,000 to $14,999",NA,2
NA,NA,NA,NA
10,"$10,000 to $14,999",8,1
8,"$50,000 to $59,999",40,0
NA,NA,NA,NA
7,NA,NA,1
5,NA,NA,NA
10,"$10,000 to $14,999",NA,0
5,"$120,000 to $129,999",NA,1
9,"$15,000 to $19,999",NA,2
2,Presented but no response,NA,7
10,"$15,000 to $19,999",40,NA
NA,NA,NA,NA
8,"$20,000 to $24,999",NA,6
NA,NA,NA,NA
9,"$80,000 to $89,999",NA,0
NA,NA,NA,NA
NA,NA,NA,NA
4,"$140,000 to $149,999",60,2
7,"$25,000 to $29,999",6,NA
4,"$40,000 to $44,999",0,4
8,"$130,000 to $139,999",35,NA
NA,NA,NA,NA
7,"$150,000 to $159,999",NA,4
8,"$60,000 to $69,999",0,5
NA,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,20
8,NA,NA,NA
4,"$80,000 to $89,999",NA,5
5,NA,NA,0
1,"$15,000 to $19,999",NA,2
7,"$70,000 to $79,999",40,6
6,"$20,000 to $24,999",10,0
9,NA,NA,NA
8,NA,NA,NA
8,"$80,000 to $89,999",0,NA
8,NA,NA,NA
10,NA,NA,3
8,"$25,000 to $29,999",NA,2
8,"$200,000 or more",NA,9
NA,NA,NA,NA
3,"$120,000 to $129,999",NA,1
6,"$60,000 to $69,999",35,3
8,Presented but no response,NA,NA
2,NA,NA,NA
1,"$110,000 to $119,999",NA,1
4,"$80,000 to $89,999",NA,1
8,"$45,000 to $49,999",NA,65
NA,NA,NA,NA
8,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
5,"$30,000 to $34,999",50,NA
4,"$10,000 to $14,999",NA,0
6,"$60,000 to $69,999",NA,4
NA,NA,NA,NA
3,NA,NA,NA
8,"$30,000 to $34,999",NA,97
10,"$30,000 to $34,999",0,6
9,"$30,000 to $34,999",7,NA
8,"$50,000 to $59,999",0,10
7,Presented but no response,0,5
4,"$200,000 or more",0,NA
7,"$10,000 to $14,999",37.5,NA
6,"$70,000 to $79,999",35,6
6,NA,NA,NA
9,"$50,000 to $59,999",7,4
1,"$130,000 to $139,999",0,0
8,Presented but no response,NA,NA
9,NA,NA,NA
7,NA,NA,NA
7,"$70,000 to $79,999",40,3
10,"$90,000 to $99,999",35,NA
5,"$35,000 to $39,999",26,3
7,"$70,000 to $79,999",25,4
8,NA,NA,NA
6,"$100,000 to $109,999",NA,2
NA,NA,NA,NA
6,"$150,000 to $159,999",0,NA
8,NA,NA,NA
6,"$70,000 to $79,999",50,NA
9,"$45,000 to $49,999",7,2
2,NA,NA,1
8,"$60,000 to $69,999",6,NA
8,"$160,000 to $169,999",0,4
7,"$110,000 to $119,999",38,0
8,NA,NA,NA
4,"$50,000 to $59,999",NA,15
5,"$60,000 to $69,999",0,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
7,"$25,000 to $29,999",20,NA
8,"$40,000 to $44,999",33,33
7,"$50,000 to $59,999",35,NA
8,"$50,000 to $59,999",0,NA
NA,NA,NA,NA
7,"$30,000 to $34,999",NA,2
3,"$50,000 to $59,999",0,1
6,"$110,000 to $119,999",NA,6
8,"$45,000 to $49,999",45,NA
8,"$80,000 to $89,999",37,5
6,"$70,000 to $79,999",8,NA
NA,NA,NA,NA
5,"$30,000 to $34,999",10,NA
7,"$70,000 to $79,999",NA,7
6,"$30,000 to $34,999",30,NA
6,"$25,000 to $29,999",NA,17
6,"$50,000 to $59,999",6,NA
6,NA,NA,1
NA,NA,NA,NA
10,"$70,000 to $79,999",0,NA
8,"$130,000 to $139,999",0,8
9,"$20,000 to $24,999",5,10
4,"$100,000 to $109,999",0,2
10,"$150,000 to $159,999",25,NA
5,NA,NA,NA
4,NA,NA,NA
5,NA,NA,NA
5,"$25,000 to $29,999",NA,2
3,Presented but no response,0,1
8,"$150,000 to $159,999",15,NA
NA,NA,NA,NA
6,"$50,000 to $59,999",40,2
2,NA,NA,NA
6,NA,NA,NA
1,"$70,000 to $79,999",40,NA
10,NA,NA,1
6,"$70,000 to $79,999",0,4
7,"$60,000 to $69,999",0,2
6,"$15,000 to $19,999",120,NA
6,"$70,000 to $79,999",6,NA
8,"$80,000 to $89,999",0,NA
NA,NA,NA,NA
4,"$90,000 to $99,999",35,4
9,"$40,000 to $44,999",0,NA
NA,NA,NA,NA
NA,NA,NA,NA
2,NA,NA,NA
5,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,NA
8,"$40,000 to $44,999",35,NA
8,"$50,000 to $59,999",0,4
7,"$120,000 to $129,999",40,2
10,"$20,000 to $24,999",6,NA
5,"$15,000 to $19,999",0,0
8,"$110,000 to $119,999",NA,5
2,"$90,000 to $99,999",3,NA
9,Presented but no response,8,NA
6,"$70,000 to $79,999",8,NA
9,"$35,000 to $39,999",NA,10
6,"$10,000 to $14,999",40,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$70,000 to $79,999",0,1
1,NA,NA,NA
6,NA,NA,NA
5,"$5,000 to $9,999",3,NA
6,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
8,NA,0,NA
NA,NA,NA,NA
10,"$40,000 to $44,999",NA,2
3,"$90,000 to $99,999",NA,0
3,"$45,000 to $49,999",NA,1
5,"$5,000 to $9,999",20,NA
7,"$50,000 to $59,999",NA,7
NA,NA,NA,NA
NA,NA,NA,NA
7,"$20,000 to $24,999",6,0
7,"$70,000 to $79,999",32,9
8,NA,NA,NA
NA,NA,NA,NA
8,"$130,000 to $139,999",NA,1
6,"$70,000 to $79,999",NA,1
NA,NA,NA,NA
8,NA,NA,2
7,"$50,000 to $59,999",0,0
NA,NA,NA,2
NA,NA,NA,NA
7,Presented but no response,NA,NA
3,"$80,000 to $89,999",40,NA
5,"$5,000 to $9,999",40,1
NA,NA,NA,NA
5,NA,NA,NA
NA,NA,NA,NA
3,"$70,000 to $79,999",45,NA
4,NA,NA,NA
8,"$35,000 to $39,999",2,NA
8,"$70,000 to $79,999",35,8
4,NA,NA,NA
NA,"$20,000 to $24,999",35,15
5,Presented but no response,0,NA
NA,NA,NA,NA
7,NA,NA,NA
5,"$50,000 to $59,999",NA,5
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,1
9,"$15,000 to $19,999",NA,1
3,"$200,000 or more",55,3
7,NA,NA,NA
7,Presented but no response,9,NA
10,"$90,000 to $99,999",NA,2
5,"Under $5,000",NA,3
NA,NA,NA,NA
4,"$30,000 to $34,999",NA,NA
NA,NA,NA,NA
6,"$50,000 to $59,999",NA,3
5,"$120,000 to $129,999",0,6
8,NA,NA,NA
4,"$5,000 to $9,999",0,NA
10,"$45,000 to $49,999",NA,150
8,NA,NA,NA
